weryfikator,czy_blad,blad_pytania_nr,koder,lp_koder,lp_szkoly,klasa,oddział,id_ucznia,miejsc,Format,woj_nr,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_M,P10_JP,P10P,P10B,P10C,P10F,P11,P12,P13_01,P13_02,P13_03,P13_04,P13_05,P13_06,P13_07,P13_08,P13_09,P13_10,P13_I,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P 16,P 17,P 18,P 19,P 20,P 21,P 22,P 23,P 24,P 25,P 26,P 27,P 28,P 29,P 30,P 31,P 32,P 33,P 34,P 35,P 36,P 37,P 38,P 39,P 40,P 41,P 42,P 43,P 44,P 45,P 45a,P 45b,P 45c,P 45e,P 45f,P 45g,P 45h,P 45i,P 45k,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W3,W4,W5_1A,W5_2A,W5_3A,W5_4A,W5_1B,W5_2B,W5_3B,W5_4B,W5_1C,W5_2C,W5_3C,W5_4C,W5_1D,W5_2D,W5_3D,W5_4D,W5_1E,W5_2E,W5_3E,W5_4E,W5_1F,W5_2F,W5_3F,W5_4F,W5_1G,W5_2G,W5_3G,W5_4G,W5_1H,W5_2H,W5_3H,W5_4H,W5_1I,W5_2I,W5_3I,W5_4I,W5_1J,W5_2J,W5_3J,W5_4J,W5_1K,W5_2K,W5_3K,W5_4K,W5_1L,W5_2L,W5_3L,W5_4L,W5_1M,W5_2M,W5_3M,W5_4M,W5_1N,W5_2N,W5_3N,W5_4N,W5_1O,W5_2O,W5_3O,W5_4O,W5_1P,W5_2P,W5_3P,W5_4P,W5_1R,W5_2R,W5_3R,W5_4R,W5_1S,W5_2S,W5_3S,W5_4S,
,,,1,24,9,6,c,mur24,Władysławów,2,15,1,2007,2,1,1,1,99,1,99,4,3,99,5,99,99,99,3,0,1,0,0,0,0,0,0,0,0,99,3,0,1,1,0,0,1,3,3,2,3,5,2,3,2,3,4,5,3,5,4,4,3,5,5,4,5,5,5,5,5,4,4,5,5,1,1,0,0,0,0,0,0,0,mój ukochany dom,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,3,2,3,1,2,3,2,3,3,4,5,5,5,4,5,5,3,4,4,2,2,5,4,4,99,99,2,2,2,3,2,1,2,2,2,2,2,3,2,1,2,1,2,2,1,3,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,3,2,2,1,3,2,1,2,2,2,1,2,2,2,2,1,3,2,2,2,3,1,1,1,2,1,1,2,2,2,1,1,3,
,,,1,25,9,6,c,mur25,Władysławów,2,15,1,2008,1,2,2,1,Sprzedawca. jest zastępcą kierownika,1,Monter. jest monterem elementów metalowych,4,4,99,3,99,99,W przyszłości chciałabym zostać słynną malarką.,3,1,1,1,0,0,0,0,0,0,0,99,3,0,1,0,0,0,1,3,2,1,2,1,1,2,3,3,4,3,4,4,3,2,2,3,5,2,2,1,4,4,2,2,4,2,2,1,1,1,0,0,0,0,0,0,Mój dom,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,3,2,2,2,1,2,2,3,3,2,2,4,2,3,2,3,2,2,2,4,4,2,3,4,Na tej wystawie dowiedziałam się dokładniej z czego składa się ciało człowieka. Oraz jak można zrobić krótką animację w prosty sposób.,Chciałabym się dowiedzieć jak tworzy się to uciążliwe echo.,2,2,2,2,2,2,2,3,2,2,2,3,2,1,1,99,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,3,2,2,1,3,2,1,1,99,1,1,1,99,1,1,1,99,2,2,2,1,
,,,1,26,9,6,c,mur26,Władysławów,2,15,1,2007,1,1,2,1,Projektuje wnętrza domów,1,Założył własną firmę stolarską,4,4,99,4,99,99,W przyszłości chciałabym pójść na studia architektoniczne i zostać projektantką wnętrz.,5,0,0,0,0,0,1,0,0,0,0,99,4,0,1,0,1,0,2,5,3,3,3,2,2,3,4,3,3,4,4,5,5,5,4,5,5,5,5,4,3,4,3,3,4,5,5,2,3,0,0,0,0,0,0,0,99,2,2,1,1,2,2,2,2,1,2,1,1,1,88,1,2,1,1,2,1,1,99,3,2,2,2,3,1,2,2,3,2,4,2,5,5,5,4,1,3,5,4,5,4,4,1,4,Na wystawie dowiedziałam się o budowie wewnętrznej człowieka. Dzięki temu sprawdziłam swoją koncentrację oraz pamięć.,Czy można przewidzieć o której godzinie są zachody słońca?,2,2,2,3,2,1,1,2,2,2,2,3,1,1,1,99,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,1,1,99,1,1,2,99,2,1,2,3,
,,,1,27,9,6,c,mur27,Władysławów,2,15,1,2007,2,2,2,2,99,1,Budowlanka,3,2,99,4,99,99,Praca informatyka / fotografa,5,0,0,1,0,0,0,0,0,0,0,99,5,0,1,0,0,0,3,3,1,2,3,4,4,3,3,4,5,4,4,5,3,5,3,4,5,5,4,2,1,1,1,1,4,3,4,1,0,0,0,0,3,0,1,0,biblioteka,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,3,2,3,1,2,1,3,1,2,1,4,1,5,4,5,4,1,4,5,5,4,5,5,1,4,Co to grawitacja. Jak zbudowane jest ciało człowieka. Co to plazma.,W jaki sposób działa plazma?,2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,28,9,6,c,mur28,Władysławów,2,15,1,2007,2,1,1,1,Kadrowa,1,Spawacz,4,3,99,3,99,99,Być informatykiem lub mechanikiem i youtuberem.,1,0,0,0,0,0,0,0,0,0,1,99,4,0,1,0,0,0,1,1,1,1,1,3,1,2,3,3,2,3,3,4,3,2,3,3,2,2,2,3,2,3,2,2,4,4,3,0,0,0,0,0,0,0,0,0,99,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,3,1,2,1,3,1,3,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
,,,1,29,9,6,c,mur29,Władysławów,2,15,1,2008,1,2,2,1,Sprzedaje w sklepie,1,Pracownik fizyczny,3,3,99,3,99,99,Chcę zostać w przyszłości policjantką.,5,1,0,0,0,0,0,0,0,1,0,przyjaciółką,3,0,1,0,0,0,99,3,1,1,3,2,1,2,2,3,2,3,4,4,4,5,5,4,5,2,5,2,4,3,2,2,3,3,3,1,0,0,0,1,0,0,0,0,Moja szkoła,2,2,2,2,2,2,1,2,1,2,1,1,2,88,2,2,2,1,2,1,1,1,2,3,1,3,2,3,1,2,3,1,4,2,3,99,1,5,4,4,2,3,99,3,2,4,2,99,99,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,3,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,3,2,1,1,1,1,2,1,3,1,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,3,
1,,,1,30,9,6,c,mur30,Władysławów,2,15,1,2007,1,2,2,2,99,1,Mój tata jest stolarzem.,3,3,99,3,99,99,Chciałabym zostać kosmetyczką,3,0,0,1,0,0,0,0,0,0,0,99,3,0,1,0,0,0,2,1,1,1,3,3,2,4,4,3,3,3,5,5,4,5,3,5,5,5,5,5,4,5,4,3,5,5,5,1,0,0,0,1,0,0,0,0,Jest to szkoła,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,3,1,3,1,2,1,3,1,3,1,4,5,5,5,5,5,5,3,5,5,4,4,5,1,5,Dziś na wystawie dowiedziałam się różnych ciekawych rzeczy np. jak działają przedstawione eksponaty.,Chciałabym dowiedzieć w jaki sposób jeden z eksponatów ma takie działanie. (kula plazmowa),1,1,1,2,2,2,2,99,2,1,2,99,2,2,99,99,1,1,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,31,9,6,c,mur31,Władysławów,2,15,1,2008,1,1,1,1,Specjalista do spraw przygotowania i organizacji produkcji,1,Oficer nawigator,4,4,99,4,99,99,Po zakończeniu nauki chcę pracować jako szef kuchni. kucharka,5,0,0,0,0,0,1,0,0,0,0,99,2,0,1,0,0,0,2,5,3,4,4,2,2,3,4,3,3,4,4,5,5,5,4,5,5,5,5,5,3,4,3,1,4,4,4,1,0,0,0,2,0,0,0,0,szkoła,2,2,1,88,2,2,1,2,2,2,1,2,2,88,2,2,1,1,1,1,1,1,3,2,3,1,3,1,2,1,3,1,3,5,5,5,5,5,4,3,5,4,4,5,5,2,4,Dowiedziałam się dziś że czym wyższy jest dźwięk tym bardziej cichnie. Dowiedziałam się też że jeśli dotknę prądu. a później koleżankę / kolegę. prąd porazi również go.,Jak to możliwe. że jeśli weźmiemy ciężarki i skrzyżujemy ręce na klatce piersiowej zaczynamy się kręcić?,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,32,9,6,c,mur32,Władysławów,2,15,2,99,1,2,2,2,99,2,99,1,1,1,1,1,1,Złodziejem chciałbym zostać,1,1,0,0,0,0,0,0,0,0,0,99,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,twój dom,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,99,3,3,3,2,1,1,2,3,3,3,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,wygłupy
,,,1,33,9,6,c,mur33,Władysławów,2,15,1,2008,2,1,2,2,99,1,mechanik samochodowy,2,2,99,3,99,99,mechanik samochodowy,1,0,0,0,0,0,0,0,0,0,1,99,3,0,1,0,0,0,1,1,1,1,3,4,1,3,3,3,3,5,4,4,5,3,4,5,3,3,3,5,4,99,2,3,4,5,4,1,0,0,0,1,0,0,0,0,szkoła,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,3,1,3,1,2,1,3,1,3,1,4,5,5,5,5,5,4,4,5,5,5,4,5,3,4,Kula plazmowa,77,2,2,2,3,2,1,1,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,2,2,2,3,2,2,2,3,
,,,1,34,9,6,d,mur34,Władysławów,2,15,1,2007,2,1,1,2,99,1,Samochodami,2,2,2,2,99,99,Robić motocykle,1,0,0,0,0,0,0,1,0,0,0,99,2,0,1,0,0,0,2,2,2,2,3,3,3,2,3,2,1,1,3,1,1,2,3,2,4,2,3,2,4,5,5,3,3,4,2,1,3,0,0,0,0,0,2,0,komputer,2,2,1,1,2,2,88,1,1,1,1,1,2,2,1,88,2,1,2,1,1,1,1,2,3,2,2,1,1,2,1,3,4,4,3,4,2,4,1,88,88,5,3,1,2,3,4,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,35,9,6,d,mur35,Władysławów,2,15,1,2007,2,1,7,1,Jest nauczycielką w technikum na profilu technik logistyk.,1,Jest ratownikiem medycznym,6,5,99,5,99,99,Chciałabym zostać lekarzem ze względu na zarobki być chirurgiem i wykonywać operacje.,1,0,0,1,1,0,0,0,0,0,0,99,4,0,1,0,0,0,1,3,3,2,3,3,1,3,4,2,2,2,4,4,2,2,1,2,1,1,1,5,2,5,2,4,4,3,4,0,0,0,0,0,0,0,0,0,99,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,4,2,3,2,2,2,4,2,5,3,3,2,4,99,99,2,2,2,3,2,1,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,36,9,6,d,mur36,Władysławów,2,15,2,2007,1,7,7,1,Robi meble,1,Jeździ pociągami 77 węgiel,4,3,99,3,99,99,Najbardziej chciałabym uprawiać zawód którym jest weterynarz i leczyć zwierzęta,5,1,1,1,1,0,0,0,0,0,0,99,4,0,0,0,0,1,3,2,1,3,3,5,4,3,3,5,4,5,4,3,2,3,5,3,5,5,5,3,2,3,2,2,5,5,4,1,3,0,0,0,0,0,3,0,mój pokój,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,3,2,88,1,3,3,3,3,1,4,4,5,5,5,5,5,2,4,3,5,1,4,5,1,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,37,9,6,d,mur37,Władysławów,2,15,1,2007,2,1,1,1,Moja mama ubiera sale,1,Jest listonoszem,6,4,5,4,99,99,Chciałabym być informatykiem,4,0,0,1,0,0,0,0,0,0,0,99,4,1,1,1,0,0,1,2,1,2,3,2,3,3,2,4,4,4,4,4,3,4,4,4,3,3,3,5,2,5,2,3,4,4,4,1,0,0,0,2,0,0,0,0,szkoła,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,5,4,5,5,5,5,4,4,5,5,5,5,5,3,5,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,38,9,6,d,mur38,Władysławów,2,15,1,2007,2,1,2,2,99,1,77 specjalista 77,6,4,99,4,99,99,Grać w piłkę ale jeśli to nie wyjdzie to np. zostać lekarzem architektem 77,5,1,1,1,0,0,0,0,0,0,0,99,3,1,1,1,0,0,1,3,1,3,4,4,3,4,3,5,4,5,4,5,5,5,5,5,2,5,3,3,5,5,4,5,4,4,4,0,0,0,0,0,0,0,0,0,99,2,2,1,1,2,1,1,2,1,2,1,1,2,99,1,1,1,2,2,1,1,1,3,2,3,3,3,1,3,2,3,3,4,5,5,4,4,5,5,3,4,99,4,5,4,2,5,99,99,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,3,2,2,2,3,
,,,1,39,9,6,d,mur39,Władysławów,2,15,1,2007,1,7,7,1,cukiernik,1,pracuje w gminie - pracownik gospodarczy,3,2,99,3,99,99,Nauczać jazdy konno i mieć własną stadninę koni,4,1,1,0,0,0,1,0,0,0,0,99,2,0,1,0,0,0,5,3,1,2,4,2,1,3,3,2,3,4,3,2,3,4,3,4,2,4,3,2,4,4,3,3,3,3,4,1,2,0,0,0,0,0,1,0,mój pokój,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,3,2,3,2,1,2,2,2,2,3,2,2,4,4,4,2,3,5,5,3,4,5,2,4,Że piłeczka spadnie szybciej niż 77. Że jeżeli zrobi się wiele podobnych obrazków i zacznie się kręcić jest filmik rysunkowy. Jak jest kula z prądem jeżeli dotknie się inną osobę to porazi go prąd.,Chciałabym zapytać czemu kałczuk spadł pierwszy niż piórko.,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,
1,,,1,40,9,6,d,mur40,Władysławów,2,15,1,2007,2,1,1,1,fizjoterapeuta,1,sprzedaje samochody,4,4,5,5,99,99,lekkoatleta skok wzwyż,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,0,0,0,0,0,2,0,99,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,99,2,1,1,1,1,1,3,2,3,2,3,1,3,1,3,1,5,5,5,5,4,4,4,3,3,4,4,5,5,5,4,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,41,9,6,d,mur41,Władysławów,2,15,1,2007,2,2,2,1,moja mama jest sprzątaczką w oknach,1,mój tata jest kierowcą tira,3,3,4,2,99,99,77 być kierowcą tira i kupić 77,3,0,0,1,0,0,0,0,0,0,0,99,2,0,0,0,1,0,4,3,5,1,2,2,1,1,2,2,4,2,4,3,3,1,5,99,2,3,99,4,2,4,2,3,5,1,2,1,0,0,0,1,0,0,0,0,szkoła,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,3,88,1,2,3,1,1,3,1,2,1,4,3,2,3,5,4,4,2,4,2,4,99,99,2,1,2,3,2,2,2,2,2,1,1,3,1,1,1,2,1,1,2,3,2,2,1,3,2,2,2,3,1,2,1,2,1,1,2,2,1,1,2,1,2,1,99,2,2,1,1,3,1,1,2,3,1,2,99,2,2,2,2,99,99,99,99,99,99,99,99,99,2,2,1,3,
,,,1,42,9,6,d,mur42,Władysławów,2,15,1,2008,2,7,7,1,sekretarka w szkole językowej,1,kierowca busa z plandeką do 3.5 tony,3,3,99,3,99,99,Być zawodowym piłkarzem,3,1,0,0,0,0,0,0,0,0,0,99,2,1,1,1,0,0,2,4,1,1,4,4,2,3,3,4,3,5,4,5,1,5,3,5,2,4,3,3,3,4,3,4,5,5,4,1,1,1,0,0,0,0,0,0,hamak na podwórku,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,3,1,2,2,3,1,3,1,5,2,5,4,4,4,3,4,4,3,4,4,4,3,4,Jak działa prąd itd.,Czy wszystkie te rzeczy można udoskonalić,1,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,
,,,1,43,9,6,d,mur43,Władysławów,2,15,1,2008,2,7,7,1,praca w szkole i przedszkolu uczy plastyki,1,pracuje w profim zajmuje się produkcją mebli,5,4,5,5,99,99,chciałabym zostać piłkarzem,5,1,1,0,0,0,0,0,0,0,0,99,3,1,0,0,0,0,2,4,1,1,2,3,2,3,3,3,4,4,3,5,3,4,3,5,3,3,3,4,5,4,3,3,3,4,4,1,4,0,0,0,0,0,0,0,salon w moim domu,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,3,2,3,2,4,2,5,4,4,5,2,4,5,4,4,4,4,2,4,Jak działa prąd jak wygląda ciało od środka która zjeżdżalnia szybsza,Jak powstaje magnez?,2,1,2,2,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,44,9,6,d,mur44,Władysławów,2,15,1,2007,1,1,1,1,śpiewa. pracuje w banku,1,Muzykiem. pracuje w szkole muzycznej,4,5,99,4,99,99,Chciałabym albo śpiewać albo zostać prawnikiiem albo czymś z tym związanego,3,0,0,1,0,0,0,0,0,0,0,99,3,1,0,1,0,0,1,1,2,1,3,3,1,4,2,4,3,4,4,5,3,5,3,4,5,5,5,5,2,3,2,4,5,5,5,1,2,0,0,0,0,0,1,0,Mój pokój,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,3,1,2,1,2,1,2,1,3,1,5,2,5,4,5,5,1,5,5,5,5,5,5,2,5,99,99,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,1,1,1,1,99,1,1,1,99,2,2,2,3,
,,,1,45,9,6,d,mur45,Władysławów,2,15,1,2007,2,7,7,1,Nie wiem,99,Nie wiem,5,4,5,4,6,6,99,2,1,0,0,0,0,0,0,0,0,0,99,3,1,0,0,0,0,1,2,2,1,3,3,1,2,1,4,3,3,3,4,3,4,3,3,4,4,4,2,3,5,4,4,3,3,3,1,4,0,0,0,0,0,0,0,toaleta,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,88,2,2,1,2,2,2,1,3,2,1,1,1,2,2,2,2,1,1,1,1,3,3,1,1,4,1,3,1,2,5,1,Nic,99,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,3,P45 - żart
,,,1,46,9,6,d,mur46,Władysławów,2,15,1,2007,2,7,7,1,99,1,Nie wiem. nie wiem,3,3,5,3,99,99,99,1,0,0,0,0,0,0,0,0,0,1,99,2,99,99,99,99,99,1,1,1,4,4,2,1,2,2,3,2,3,3,3,3,3,2,3,2,3,2,3,3,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,99,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,3,3,99,2,3,1,4,2,2,1,1,99,99,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,
,,,1,47,9,6,d,mur47,Władysławów,2,15,1,2007,1,1,1,1,Pracuje w biurze. robi ubezpieczenia itp.,1,Pracuje w biurze. robi ubezpieczenia. zajmuje się także hodowlą boczniaków oraz 77,4,5,99,4,99,99,Chciałabym po szkole iść na studia. po studiach pracować w biurze. a w międzyczasie być instruktorką jazdy konnej. I jeździć na zawody konne.,4,1,1,0,0,0,0,0,0,0,0,99,5,1,1,0,0,0,3,5,2,2,4,3,2,5,3,3,4,4,4,4,4,5,4,5,5,5,5,4,5,3,3,3,5,3,4,1,2,0,0,0,0,0,0,0,Mój pokój. ale lubię też się uczyć na świeżym powietrzu.,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,99,2,2,1,2,1,3,1,3,1,3,1,3,1,3,1,4,4,5,5,5,5,4,3,5,5,4,4,5,2,4,siła ciężaru,Dlaczego to tak działa?,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
,,,1,48,9,7,a,mur48,Władysławów,2,15,1,2006,2,2,2,1,Mama zawodowo jest piekarzem,1,Jest elektrykiem zawodowo pracuje jako mechanik,2,3,3,99,99,99,Po zakończeniu nauki chciałbym zostać logistykiem lub elektrykiem ewentualnie mechanik samochodów,3,0,0,0,0,0,0,0,0,0,1,99,1,0,1,1,0,0,1,1,3,1,3,3,1,3,2,3,2,3,3,3,4,5,4,4,1,5,1,5,5,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,Kosmos,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,5,1,2,3,5,1,2,1,3,1,3,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,P45 - żart
,,,1,49,9,7,a,mur49,Władysławów,2,15,1,2006,2,1,2,1,Pracuje. jest nauczycielem,1,Pracuje. jest piekarzem,5,6,5,99,99,99,Chciałbym najbardziej być lekarzem lub historykiem.,5,1,1,1,1,0,0,0,0,0,0,99,5,0,0,0,0,1,2,5,4,3,3,5,5,4,3,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,5,3,5,5,5,1,0,0,0,1,0,0,0,0,szkoła,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,3,1,1,2,5,3,4,5,1,1,5,3,5,1,5,3,3,Działanie prądu. Ile herców ma dźwięk. Nic więcej nie wymyślę.,Czy woda ma gluten? XD,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,1,2,3,1,1,2,3,2,2,2,3,
